operator_id,permit_id,account_holder,installation_name,regulator,account_status,first_year,last_year,nace_code,nace_description,regulated_activity,cps_scope,cps_scope_rule,recorded_emissions_2021,recorded_emissions_2022,recorded_emissions_2023,recorded_emissions_2024,surrender_status_2021,surrender_status_2022,surrender_status_2023,surrender_status_2024,alloc_entitlement_2025,alloc_delivered_2025,alloc_entitlement_2026,alloc_delivered_2026
1000091,UK-E-IN-11540,Eastham Refinery Limited,Eastham Refinery Limited,EA,OPEN,2021,,1920,Manufacture of refined petroleum products,REFINING_OF_MINERAL_OIL,CPS_NOT_APPLICABLE,R7_process_activity,39841.0,32204.0,36283.0,40591.0,A,A,A,A,24455,24455,24455,24455
1000092,UK-E-IN-14026,West Burton B Limited,West Burton B CCGT Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,1809884.0,2349580.0,2204827.0,1461527.0,A,A,A,A,0,0,0,0
1000093,UK-E-IN-11463,EDF Energy (Thermal Generation) Limited,West Burton Power Station,EA,CLOSED,2021,2023,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,626958.0,104378.0,4181.0,,A,A,A,,0,0,0,0
1000094,UK-E-IN-11440,EDF Energy Nuclear Generation Limited,Sizewell B Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,2973.0,1962.0,3018.0,2218.0,A,A,A,A,0,0,0,0
1000095,UK-E-IN-11443,EDF Energy Nuclear Generation Limited,Heysham 2 Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,7825.0,2726.0,2423.0,1741.0,A,A,A,A,0,0,0,0
1000096,UK-E-IN-11439,EDF Energy Nuclear Generation Limited,Heysham 1 Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,3573.0,1966.0,2977.0,5293.0,A,A,A,A,0,0,0,0
1000097,UK-E-IN-11442,EDF Energy Nuclear Generation Limited,Dungeness B Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,3918.0,5706.0,2806.0,5278.0,A,A,A,A,0,0,0,0
1000098,UK-E-IN-11491,EDF Energy Nuclear Generation Limited,Hartlepool Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,8996.0,4042.0,4897.0,4563.0,A,A,A,A,0,0,0,0
1000099,UK-E-IN-11441,EDF Energy Nuclear Generation Limited,Hinkley Point B Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,7201.0,5060.0,1857.0,1807.0,A,A,A,A,0,0,0,0
1000100,UK-E-IN-12731,Egger (UK) Limited,Egger (UK)  Limited,EA,OPEN,2021,,1621,Manufacture of veneer sheets and wood-based panels,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,15505.0,14263.0,10805.0,14291.0,A,A,A,A,45767,45767,45767,45767
1000101,UK-E-IN-14265,TriRx Speke Limited (In Administration),TriRx Speke,EA,OPEN,2021,,2110,Manufacture of basic pharmaceutical products,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,41275.0,38652.0,42053.0,37225.0,A,A,A,B,10179,10179,10179,10179
1000102,UK-E-IN-13418,"ELECTRIC GLASS FIBER UK, LTD.","ELECTRIC GLASS FIBER UK, LTD - WIGAN",EA,OPEN,2021,,2314,Manufacture of glass fibres,MANUFACTURE_OF_GLASS,CPS_NOT_APPLICABLE,R7_process_activity,32055.0,31931.0,25344.0,25121.0,A,A,A,A,18730,18730,0,0
1000103,UK-E-IN-11484,Encirc Limited,Encirc Glass,EA,OPEN,2021,,3299,Other manufacturing n.e.c. ,MANUFACTURE_OF_GLASS,CPS_NOT_APPLICABLE,R7_process_activity,191420.0,204501.0,196003.0,189529.0,A,A,A,A,123916,123916,123916,123916
1000104,UK-E-IN-13696,Enersyst Limited,Rockingham,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9432.0,12280.0,3404.0,2173.0,A,A,A,A,0,0,0,0
1000105,UK-E-IN-13618,Equans FM Limited,Huntsman Energy Center,EA,CLOSED,2021,2021,2014,Manufacture of other organic basic chemicals,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,1467.0,,,,A,,A,,0,0,0,0
1000106,UK-E-IN-12926,Equans FM Limited,Whitehall District Heating Scheme,EA,OPEN,2021,,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,CPS_CHP_FLAG,R4_chp_nace3530_combustion,6699.0,5759.0,5385.0,5470.0,A,A,A,A,958,958,0,0
1000107,UK-E-IN-13440,Equans Services Limited,Leeds Generation Station Complex,EA,OPEN,2021,,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,CPS_CHP_FLAG,R4_chp_nace3530_combustion,48668.0,44859.0,47138.0,43910.0,A,A,A,A,3940,3940,5135,5135
1000108,UK-E-IN-13398,Ensus UK Limited,Ensus UK Limited,EA,OPEN,2021,,2014,Manufacture of other organic basic chemicals,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,56296.0,50984.0,52767.0,47401.0,A,A,A,A,84742,84742,84742,84742
1000109,UK-E-IN-14148,Nottingham City Council,London Road Heat Station,EA,OPEN,2021,,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,CPS_CHP_FLAG,R4_chp_nace3530_combustion,1402.0,1247.0,1575.0,1985.0,A,A,A,A,286,286,286,286
1000110,UK-E-IN-11926,EP Langage Limited,Langage Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,1284536.0,1159742.0,729719.0,457951.0,A,A,A,A,0,0,0,0
1000111,UK-E-IN-11405,EP SHB Limited,EP SHB Limited,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,2070878.0,1492624.0,1499272.0,937895.0,A,A,A,A,0,0,0,0
1000112,UK-E-IN-13699,Equinix (UK) Limited,LD7 Generator System,EA,OPEN,2021,,6311,"Data processing, hosting and related activities",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,162.0,361.0,134.0,54.0,C,A,A,A,0,0,0,0
1000113,UK-E-IN-13871,Equinix (UK) Limited,LD11x,EA,OPEN,2021,,6311,"Data processing, hosting and related activities",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,87.0,231.0,204.0,242.0,A,A,A,A,0,0,0,0
1000114,UK-E-IN-12052,Essar Oil (UK) Limited,Stanlow Manufacturing Complex,EA,OPEN,2021,,1920,Manufacture of refined petroleum products,REFINING_OF_MINERAL_OIL,CPS_NOT_APPLICABLE,R7_process_activity,2034844.0,1859817.0,2064374.0,2120951.0,A,A,A,A,1209652,1209652,1209652,1209652
1000115,UK-E-IN-15160,Essity UK Limited,Essity UK Ltd Manchester Mill,EA,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,28008.0,27016.0,27701.0,18305.0,A,A,A,A,16269,16269,16269,16269
1000116,UK-E-IN-11765,Essity UK Limited,Essity UK Limited - Prudhoe Mill,EA,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,47128.0,47158.0,43865.0,48093.0,A,A,A,A,28380,28380,28380,28380
1000117,UK-E-IN-13254,Essity UK Limited,Stubbins Mill,EA,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,19762.0,21322.0,16368.0,21117.0,A,A,A,A,12104,12104,12104,12104
1000118,UK-E-IN-12019,Esso Petroleum Company Limited,Fawley Refinery,EA,OPEN,2021,,1920,Manufacture of refined petroleum products,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,589859.0,525064.0,639198.0,564699.0,A,A,A,A,0,0,0,0
1000119,UK-E-IN-11402,Esso Petroleum Company Limited,Esso Petroleum Company Limited,EA,OPEN,2021,,1920,Manufacture of refined petroleum products,REFINING_OF_MINERAL_OIL,CPS_NOT_APPLICABLE,R7_process_activity,2363983.0,2641483.0,2477460.0,2505358.0,A,A,A,A,1509112,1509112,1509112,1509112
1000120,UK-E-IN-11885,ETEX Building Performance Limited,ETEX Building Performance Limited – Portbury Site,EA,OPEN,2021,,2362,Manufacture of plaster products for construction purposes,PRODUCTION_OR_PROCESSING_OF_GYPSUM_OR_PLASTERBOARD,CPS_NOT_APPLICABLE,R7_process_activity,71528.0,69005.0,65259.0,64475.0,A,A,A,A,16838,16838,16838,16838
1000121,UK-E-IN-11924,ETEX Building Performance Limited,ETEX Building Performance Limited – Ferrybridge,EA,OPEN,2021,,2362,Manufacture of plaster products for construction purposes,PRODUCTION_OR_PROCESSING_OF_GYPSUM_OR_PLASTERBOARD,CPS_NOT_APPLICABLE,R7_process_activity,25346.0,24714.0,24309.0,24376.0,A,A,A,A,6237,6237,6237,6237
1000122,UK-E-IN-12691,Eurovia Infrastructure Limited,Eurovia Roadstone,EA,OPEN,2021,,2399,Manufacture of other non-metallic mineral products n.e.c.,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,6990.0,6908.0,6828.0,7272.0,A,A,A,A,4008,4008,0,0
1000123,UK-E-IN-13015,ExCel District Energy Company Limited,ExCel District Energy Company Limited,EA,OPEN,2021,,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,CPS_CHP_FLAG,R4_chp_nace3530_combustion,7369.0,4249.0,4440.0,5021.0,A,A,A,A,445,445,572,572
1000124,UK-E-IN-11401,ExxonMobil Chemical Limited,Fawley Chemicals,EA,OPEN,2021,,2014,Manufacture of other organic basic chemicals,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,44826.0,44350.0,43455.0,41262.0,A,A,A,A,201328,201328,201328,201328
1000125,UK-E-IN-11766,Ford Motor Company Limited,Ford Dagenham,EA,OPEN,2021,,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,11516.0,8737.0,9697.0,9700.0,A,A,A,A,2093,2093,2093,2093
1000126,UK-E-IN-13702,Ford Technologies Limited,Ford Dunton Technical Centre,EA,OPEN,2021,,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,14522.0,11113.0,10093.0,9998.0,A,A,A,A,1992,1992,1992,1992
1000127,UK-E-IN-13224,Forterra Building Products Limited,Desford,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,36359.0,33960.0,32769.0,27230.0,A,A,A,A,15198,15198,15198,15198
1000128,UK-E-IN-13226,Forterra Building Products Limited,Kirton,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,25810.0,27377.0,25976.0,24604.0,A,A,A,A,17542,17542,17542,17542
1000129,UK-E-IN-13227,Forterra Building Products Limited,Measham,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,38572.0,39286.0,34897.0,26925.0,A,A,A,A,21930,21930,21930,21930
1000130,UK-E-IN-13228,Forterra Building Products Limited,Whittlesey,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,72916.0,87329.0,72513.0,52572.0,A,A,A,A,20006,29007,20006,20006
1000131,UK-E-IN-13750,Gascoigne Wood Power Limited,Gascoigne Wood Power Plant,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,7003.0,3675.0,77.0,82.0,A,A,A,A,0,0,0,0
1000132,UK-E-IN-11839,Gassco AS UK Branch,Langeled Receiving Facilities - Water/Glycol Heater Plant,EA,OPEN,2021,,3522,Distribution of gaseous fuels through mains,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,27482.0,24779.0,19251.0,22527.0,A,A,A,A,4988,4988,4988,4988
1000133,UK-E-IN-11708,Gatwick Airport Limited,Gatwick Airport,EA,OPEN,2021,,5110,Passenger air transport,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,8198.0,7327.0,6653.0,7131.0,A,A,A,A,1439,1439,1439,1439
1000134,UK-E-IN-11908,GCHQ,GCHQ Benhall,EA,OPEN,2021,,8411,General public administration activities,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,4273.0,3659.0,2623.0,2050.0,A,A,A,A,0,0,0,0
1000135,UK-E-IN-11483,Glaxo Operations UK Limited,Ulverston Site,EA,OPEN,2021,2021,2110,Manufacture of basic pharmaceutical products,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,8197.0,,,,A,,A,,0,0,0,0
1000136,UK-E-IN-11461,GSK PLC,GlaxoSmithKline Ware,EA,OPEN,2021,,2110,Manufacture of basic pharmaceutical products,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,17095.0,17862.0,12308.0,16525.0,A,A,A,A,1126,1230,1304,1304
1000137,UK-E-IN-11460,GSK PLC,Stevenage Site,EA,OPEN,2021,,7219,Other research and experimental development on natural sciences and engineering,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,20373.0,18201.0,18446.0,19816.0,A,A,A,A,2088,2088,2088,2088
1000138,UK-E-IN-12974,Glen Dimplex UK Limited,Glen Dimplex UK Limited  - Coopers Bank,EA,OPEN,2021,,2320,Manufacture of refractory products,MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,1521.0,1292.0,977.0,1016.0,A,A,A,A,767,767,0,0
1000139,UK-E-IN-13273,Greenergy Biofuels Teesside Limited,Greenergy Biodiesel Processing Plant,EA,OPEN,2021,,2014,Manufacture of other organic basic chemicals,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,23683.0,21931.0,23135.0,17756.0,A,A,A,A,8238,8238,8238,8238
1000140,UK-E-IN-13551,Greys Hall Power Limited,Greys Hall Power Limited,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,6103.0,8410.0,6895.0,4229.0,A,A,A,A,0,0,0,0
1000141,UK-E-IN-11710,Guardian Industries UK Limited,Guardian Industries UK Limited,EA,OPEN,2021,,2311,Manufacture of flat glass,MANUFACTURE_OF_GLASS,CPS_NOT_APPLICABLE,R7_process_activity,59271.0,107156.0,95681.0,102419.0,A,A,A,A,78477,78477,78477,78477
1000142,UK-E-IN-11757,H. J. Heinz Manufacturing UK Limited,H.J. Heinz - Kitt Green,EA,OPEN,2021,,1089,Manufacture of other food products n.e.c.,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,36789.0,31536.0,25167.0,25369.0,A,A,A,A,5064,5064,5064,5064
1000143,UK-E-IN-11818,Haltermann Carless UK Limited,Haltermann Carless UK Limited - Harwich Refinery,EA,OPEN,2021,,1920,Manufacture of refined petroleum products,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,17711.0,16564.0,15709.0,12538.0,A,A,A,A,13292,13292,13292,13292
1000144,UK-E-IN-13620,Hamble Power Limited,Hamble Power Limited,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,6963.0,5178.0,2936.0,1889.0,A,A,A,A,0,0,0,0
1000145,UK-E-IN-12668,Hanson Quarry Products Europe Limited,West Drayton,EA,OPEN,2021,,2399,Manufacture of other non-metallic mineral products n.e.c.,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,8262.0,7834.0,8378.0,7837.0,A,A,A,A,5625,5625,5625,5625
1000146,UK-E-IN-12662,Hanson Quarry Products Europe Limited,Dagenham,EA,OPEN,2021,,2399,Manufacture of other non-metallic mineral products n.e.c.,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,5286.0,5753.0,6006.0,5669.0,A,A,A,A,3188,3188,3188,3188
1000147,UK-E-IN-13416,Harbourne Power Limited,Harbourne Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,3516.0,5173.0,2739.0,1536.0,A,A,A,A,0,0,0,0
1000148,UK-E-IN-11711,Heathrow Airport Limited,Heathrow Airport Fixed Combustion Assets,EA,OPEN,2021,,5110,Passenger air transport,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,23940.0,20489.0,24707.0,22622.0,A,A,A,A,5292,5292,5292,5292
1000149,UK-E-IN-11492,Heineken UK Limited,"John Smith's Brewery, Tadcaster",EA,OPEN,2021,,1105,Manufacture of beer,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,12852.0,13065.0,13086.0,11407.0,A,A,A,A,2545,2545,2545,2545
1000150,UK-E-IN-13232,Heineken UK Limited,Ledbury Cider Mill and Drinks Manufacturing Facility,EA,OPEN,2021,,1103,Manufacture of cider and other fruit wines,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,2864.0,3329.0,3478.0,3088.0,A,A,A,A,814,814,814,814
1000151,UK-E-IN-11493,Heineken UK Limited,"Royal Brewery, Manchester",EA,OPEN,2021,,1105,Manufacture of beer,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,12072.0,12174.0,10874.0,11328.0,A,A,A,A,1637,1899,1637,1637
1000152,UK-E-IN-13775,Hele Manor Limited,Hele Manor Limited,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,7935.0,11348.0,2782.0,2461.0,A,A,A,A,0,0,0,0
1000153,UK-E-IN-13853,Hillhouse Generation Limited,Hillhouse,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,13595.0,18495.0,8309.0,4744.0,A,A,A,A,0,0,0,0
1000154,UK-E-IN-12775,Hain Celestial UK Limited,Hain Celestial UK (Histon),EA,OPEN,2021,,1039,Other processing and preserving of fruit and vegetables,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,9916.0,10799.0,11203.0,10765.0,A,A,A,A,2024,2024,1931,1931
1000155,UK-E-IN-11395,Honda of the UK Manufacturing Ltd,Car Body Paint & Die Casting,EA,CLOSED,2021,2021,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,15717.0,,,,A,,,,0,0,0,0
1000156,UK-E-IN-13562,Hull Reserve Power Limited,Hull Reserve Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,10925.0,17067.0,2867.0,1070.0,A,A,A,A,0,0,0,0
1000157,UK-E-IN-12062,Humbly Grove Energy Limited,Humbly Grove,EA,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,2502.0,3356.0,2032.0,2012.0,A,A,A,A,0,0,0,0
1000158,UK-E-IN-12725,Huntsman Polyurethanes (UK) Limited,Aniline Plant,EA,OPEN,2021,,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,CPS_NOT_APPLICABLE,R7_process_activity,7975.0,16376.0,20948.0,23576.0,A,A,A,A,34369,34369,34369,34369
1000159,UK-E-IN-11712,I.B.C. Vehicles Limited,I.B.C. Vehicles Limited,EA,OPEN,2021,,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,21065.0,18355.0,18227.0,14147.0,A,A,A,A,4077,4077,0,0
1000160,UK-E-IN-11627,Ibstock Brick Limited,Ibstock Brick Limited - Leicester,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,58049.0,64892.0,48465.0,47523.0,A,A,A,A,21035,21035,21035,21035
1000161,UK-E-IN-11630,Ibstock Brick Limited,Ibstock Brick Limited - Parkhouse,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,19925.0,19918.0,6850.0,20228.0,A,A,A,A,8863,8863,0,0
1000162,UK-E-IN-11628,Ibstock Brick Limited,Ibstock Brick Ltd - Lodge Lane,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,12433.0,10272.0,7540.0,7200.0,A,A,A,A,5594,5594,0,0
1000163,UK-E-IN-11624,Ibstock Brick Limited,Ibstock Brick Ltd - Dorket Head,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,33294.0,32800.0,31320.0,24809.0,A,A,A,A,19174,19174,19174,19174
1000164,UK-E-IN-11390,Holmen Iggesund Paperboard Limited,Holmen Iggesund Paperboard Limited,EA,OPEN,2021,,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,40906.0,7456.0,6344.0,7885.0,A,A,A,A,43379,43379,43379,43379
1000165,UK-E-IN-11683,Imerys Minerals Limited,Herreschoff Kiln No.3,EA,OPEN,2021,,812,Operation of gravel and sand pits; mining of clays and kaolin,MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,8622.0,8614.0,6414.0,7372.0,A,A,A,A,5180,5180,5180,5180
1000166,UK-E-IN-11685,Imerys Minerals Limited,Parkandillick china clay calcining plant,EA,OPEN,2021,,812,Operation of gravel and sand pits; mining of clays and kaolin,MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,8345.0,8700.0,6554.0,6926.0,A,A,A,A,5059,5059,5059,5059
1000167,UK-E-IN-11684,Imerys Minerals Limited,Gas Turbines,EA,OPEN,2021,2024,812,Operation of gravel and sand pits; mining of clays and kaolin,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,26525.0,22539.0,14465.0,6025.0,A,A,A,A,0,0,0,0
1000168,UK-E-IN-13561,Immingham Power Limited,Immingham Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,7024.0,9116.0,1772.0,868.0,A,A,A,A,0,0,0,0
1000169,UK-E-IN-13255,"Imperial College of Science, Technology and Medicine",Imperial College London SK CHP,EA,OPEN,2021,,8542,Tertiary education,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,37860.0,36146.0,19232.0,17284.0,A,A,A,A,1956,2682,2411,2411
1000170,UK-E-IN-13426,Imperium Centre Limited,Imperium Centre Ltd,EA,OPEN,2021,,6311,"Data processing, hosting and related activities",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,375.0,383.0,267.0,330.0,B,A,A,A,0,0,0,0
1000171,UK-E-IN-11371,Indian Queens Power Limited,Indian Queens Power Ltd,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,3159.0,6983.0,1100.0,338.0,A,A,A,A,0,0,0,0
1000172,UK-E-IN-15145,BRING ENERGY LIMITED,Humber Energy,EA,OPEN,2021,,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,CPS_CHP_FLAG,R4_chp_nace3530_combustion,88254.0,86119.0,81927.0,94423.0,A,A,A,A,28092,28092,38725,38725
1000173,UK-E-IN-11921,Industrial Energy Services Limited,ELYO CHP Plant at Kellogg,EA,CLOSED,2021,2022,3530,Steam and air conditioning supply,COMBUSTION_OF_FUELS,CPS_CHP_FLAG,R4_chp_nace3530_combustion,24348.0,13758.0,,,A,A,,,0,0,0,0
1000174,UK-E-IN-13546,Industrial Power Limited,CHP WT,EA,OPEN,2025,,,,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,,,,,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,0,0,0,0
1000175,UK-E-IN-12726,INEOS Manufacturing (Hull) Ltd,ETAC Plant,EA,OPEN,2021,,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,CPS_NOT_APPLICABLE,R7_process_activity,5854.0,3979.0,4338.0,5044.0,A,A,A,A,58019,58019,58019,58019
1000176,UK-E-IN-11985,INEOS Nitriles (UK) Limited,INEOS Nitriles (UK) Ltd - Seal Sands,EA,CLOSED,2021,2021,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,CPS_NOT_APPLICABLE,R7_process_activity,5031.0,,,,A,,,,0,0,0,0
1000177,UK-E-IN-12599,Ingevity UK Ltd,Ingevity UK Ltd,EA,OPEN,2021,,2014,Manufacture of other organic basic chemicals,PRODUCTION_OF_BULK_CHEMICALS,CPS_NOT_APPLICABLE,R7_process_activity,33.0,30.0,25.0,28.0,A,A,A,A,23866,23866,23866,23866
1000178,UK-E-IN-11696,Innospec Limited,Ellesmere Port Innospec Ltd.,EA,OPEN,2021,,2059,Manufacture of other chemical products n.e.c.,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,10016.0,11134.0,13782.0,22459.0,A,A,A,A,2880,2880,2880,2880
1000179,UK-E-IN-11416,Innovia Films Limited,Wigton Boiler Plant,EA,OPEN,2021,,2221,"Manufacture of plastic plates, sheets, tubes and profiles",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,75851.0,78844.0,65396.0,75789.0,A,A,A,A,7269,7895,9095,9095
